invoice_number,vendor,amount,invoice_date,due_date,status,po_number
INV-2026-1046,Union Square Legal Services,1640.85,2026-05-10,2026-06-09,pending,PO-4150
INV-2026-1047,Premier Print & Design,3018.06,2026-06-21,2026-07-21,overdue,PO-4250
INV-2026-1048,Harborview Consulting Group,425.57,2026-06-15,2026-07-15,overdue,PO-4749
INV-2026-1049,Silverline Telecom,1419.05,2026-04-01,2026-05-01,paid,PO-4013
INV-2026-1050,Golden Gate Catering,128.73,2026-05-15,2026-06-14,paid,PO-4143
INV-2026-1051,Northside Security Systems,1170.09,2026-04-10,2026-04-25,paid,PO-4226
INV-2026-1052,Silverline Telecom,500.11,2026-04-20,2026-06-04,overdue,PO-4274
INV-2026-1053,Brightpath Marketing,3006.7,2026-05-19,2026-06-18,paid,PO-4074
INV-2026-1053,Brightpath Marketing,3006.7,2026-06-05,2026-07-05,paid,PO-4074
INV-2026-1054,Coastal Cleaning Services,4037.2,2026-05-15,2026-06-14,paid,PO-4146
INV-2026-1055,Anchor Point Insurance,926.35,2026-05-19,2026-06-18,pending,PO-4932
INV-2026-1056,Premier Print & Design,5183.9,2026-04-22,2026-06-06,paid,PO-4719
INV-2026-1057,Golden Gate Catering,2670.1,2026-05-08,2026-05-23,paid,PO-4663
INV-2026-1058,Northside Security Systems,345.55,2026-06-14,2026-07-14,paid,PO-4397
INV-2026-1059,Golden Gate Catering,244.16,2026-06-19,2026-07-19,overdue,PO-4087
INV-2026-1060,Apex Logistics LLC,636.31,2026-06-02,2026-07-02,paid,PO-4606
INV-2026-1061,Premier Print & Design,1864.32,2026-06-18,2026-07-18,pending,PO-4756
INV-2026-1062,Apex Logistics LLC,2920.76,2026-05-18,2026-06-02,pending,PO-4448
INV-2026-1063,Silverline Telecom,262.08,2026-05-21,2026-06-20,overdue,PO-4237
INV-2026-1064,Coastal Cleaning Services,4217.91,2026-06-15,2026-06-30,overdue,PO-4253
INV-2026-1064,Coastal Cleaning Services,4217.91,2026-07-02,2026-07-17,paid,PO-4253
INV-2026-1065,Metro Fleet Maintenance,521.81,2026-06-08,2026-07-08,pending,PO-4564
INV-2026-1066,Silverline Telecom,1886.79,2026-05-16,2026-06-15,pending,PO-4265
INV-2026-1067,Anchor Point Insurance,93.91,2026-04-17,2026-05-17,pending,PO-4380
INV-2026-1068,Anchor Point Insurance,1269.32,2026-06-28,2026-07-28,pending,PO-4502
INV-2026-1069,Cascade HVAC Repair,114.78,2026-05-08,2026-05-23,paid,PO-4410
INV-2026-1070,Vertex IT Solutions,219.73,2026-06-28,2026-07-28,pending,PO-4065
INV-2026-1071,Silverline Telecom,1761.96,2026-05-04,2026-05-19,paid,PO-4980
INV-2026-1072,Silverline Telecom,8077.04,2026-05-14,2026-06-13,paid,PO-4762
INV-2026-1073,"Apex Logistics, LLC",165.29,2026-04-27,2026-05-27,overdue,PO-4348
INV-2026-1074,Riverside Payroll Services,909.28,2026-04-06,2026-05-21,paid,PO-4430
INV-2026-1075,Apex Logistics LLC,482.78,2026-05-12,2026-06-11,overdue,PO-4121
INV-2026-1076,Anchor Point Insurance,424.32,2026-06-12,2026-07-27,overdue,PO-4119
INV-2026-1077,BrightPath Marketing,4047.91,2026-05-03,2026-05-18,overdue,PO-4861
INV-2026-1078,Coastal Cleaning Services,318.99,2026-05-22,2026-06-21,overdue,PO-4537
INV-2026-1079,Harborview Consulting Group,1360.37,2026-06-10,2026-07-10,overdue,PO-4418
INV-2026-1080,Silverline Telecom,334.55,2026-06-09,2026-07-09,paid,PO-4614
INV-2026-1081,Golden Gate Catering,1372.76,2026-05-02,2026-06-01,paid,PO-4087
INV-2026-1082,"Apex Logistics, LLC",603.93,2026-06-25,2026-08-09,paid,PO-4572
INV-2026-1083,"Apex Logistics, LLC",1068.62,2026-06-28,2026-07-28,pending,PO-4734
INV-2026-1084,Vertex IT Solutions,678.05,2026-04-07,2026-05-07,pending,PO-4112
INV-2026-1085,Cascade HVAC Repair,504.07,2026-05-13,2026-06-12,overdue,PO-4860
INV-2026-1086,Premier Print & Design,105.2,2026-05-19,2026-06-03,overdue,PO-4930
INV-2026-1087,Harborview Consulting Group,390.58,2026-05-15,2026-06-14,overdue,PO-4991
INV-2026-1088,Anchor Point Insurance,398.38,2026-04-24,2026-05-24,paid,PO-4345
INV-2026-1089,Riverside Payroll Services,2781.53,2026-05-01,2026-05-16,overdue,PO-4030
INV-2026-1090,Metro Fleet Maintenance,2131.2,2026-04-28,2026-05-28,overdue,PO-4541
INV-2026-1091,Coastal Cleaning Services,1081.9,2026-05-21,2026-06-20,overdue,PO-4014
INV-2026-1092,Cascade HVAC Repair,178.73,2026-05-04,2026-06-18,paid,PO-4324
INV-2026-1093,"Apex Logistics, LLC",4572.9,2026-06-14,2026-07-29,overdue,PO-4951
INV-2026-1094,Brightpath Marketing,3523.72,2026-06-08,2026-07-08,paid,PO-4487
INV-2026-1095,SUNRISE OFFICE SUPPLIES,106.8,2026-06-28,2026-07-28,pending,PO-4305
INV-2026-1096,Harborview Consulting Group,262.2,2026-06-26,2026-07-26,paid,PO-4099
INV-2026-1097,Coastal Cleaning Services,8041.76,2026-05-21,2026-07-05,pending,PO-4849
INV-2026-1098,Anchor Point Insurance,782.21,2026-04-02,2026-05-02,overdue,PO-4203
INV-2026-1099,Northside Security Systems,1309.97,2026-04-19,2026-06-03,overdue,PO-4331
INV-2026-1100,Northside Security Systems,1798.42,2026-06-16,2026-07-16,paid,PO-4610
INV-2026-1101,Metro Fleet Maintenance,967.13,2026-06-14,2026-06-29,paid,PO-4204
INV-2026-1102,Metro Fleet Maintenance,907.33,2026-05-14,2026-06-28,overdue,PO-4219
INV-2026-1103,"Apex Logistics, LLC",317.76,2026-04-27,2026-05-27,pending,PO-4206
INV-2026-1104,Metro Fleet Maintenance,748.34,2026-05-03,2026-06-17,pending,PO-4778
INV-2026-1105,Golden Gate Catering,47.14,2026-05-25,2026-07-09,pending,PO-4541
INV-2026-1106,Silverline Telecom,,2026-05-03,2026-06-02,paid,PO-4862
INV-2026-1107,Cascade HVAC Repair,1472.95,2026-05-05,2026-06-04,paid,PO-4565
INV-2026-1108,Anchor Point Insurance,843.1,2026-06-17,2026-07-02,paid,PO-4533
INV-2026-1109,Apex Logistics LLC,645.71,2026-06-01,2026-07-01,pending,PO-4124
INV-2026-1110,Union Square Legal Services,1733.66,2026-05-29,2026-06-28,paid,PO-4420
INV-2026-1111,Union Square Legal Services,4123.19,2026-05-04,2026-06-18,overdue,PO-4868
INV-2026-1112,Vertex IT Solutions,355.08,2026-05-17,2026-06-16,overdue,PO-4299
INV-2026-1113,Metro Fleet Maintenance,1657.67,2026-05-02,2026-06-16,paid,PO-4908
INV-2026-1114,SUNRISE OFFICE SUPPLIES,482.74,2026-05-21,2026-07-05,overdue,PO-4552
INV-2026-1115,Anchor Point Insurance,706.23,2026-04-25,2026-05-25,overdue,PO-4807
INV-2026-1116,Metro Fleet Maintenance,2589.18,2026-04-07,2026-04-22,overdue,PO-4968
INV-2026-1117,Brightpath Marketing,1220.38,2026-05-23,2026-06-22,pending,PO-4048
INV-2026-1118,Apex Logistics LLC,461.02,2026-04-15,2026-05-30,paid,PO-4299
INV-2026-1119,Cascade HVAC Repair,75.93,2026-06-18,2026-07-18,paid,PO-4316
INV-2026-1120,Brightpath Marketing,1444.62,2026-06-16,2026-07-16,overdue,PO-4195
INV-2026-1121,Riverside Payroll Services,425.35,2026-05-08,2026-05-23,pending,PO-4240
INV-2026-1122,Golden Gate Catering,359.61,2026-04-06,2026-05-06,paid,PO-4701
INV-2026-1123,sunrise office supplies,7808.66,2026-05-20,2026-06-19,overdue,PO-4667
INV-2026-1124,Apex Logistics LLC,578.82,2026-05-25,2026-06-24,overdue,PO-4109
INV-2026-1125,Northside Security Systems,617.88,2026-06-25,2026-07-25,paid,PO-4039
INV-2026-1126,Union Square Legal Services,1005.64,2026-04-12,2026-05-12,paid,PO-4604
INV-2026-1127,Coastal Cleaning Services,259.63,2026-06-20,2026-08-04,overdue,PO-4663
INV-2026-1128,Vertex IT Solutions,214.8,2026-04-04,2026-05-04,overdue,PO-4198
INV-2026-1129,Anchor Point Insurance,669.16,2026-05-29,2026-07-13,pending,PO-4326
INV-2026-1130,Metro Fleet Maintenance,7837.59,2026-06-23,2026-07-23,paid,PO-4941
INV-2026-1131,Northside Security Systems,4275.83,2026-05-17,2026-07-01,overdue,PO-4823
INV-2026-1132,Golden Gate Catering,2028.19,2026-06-26,2026-08-10,paid,PO-4428
INV-2026-1133,Coastal Cleaning Services,1329.95,2026-05-25,2026-06-24,paid,PO-4129
INV-2026-1134,Golden Gate Catering,1258.78,2026-04-01,2026-05-01,paid,PO-4646
INV-2026-1135,Silverline Telecom,4425.43,2026-04-26,2026-05-26,overdue,PO-4369
INV-2026-1136,Premier Print & Design,287.21,2026-05-10,2026-06-09,pending,PO-4300
INV-2026-1137,Cascade HVAC Repair,1396.71,2026-05-11,2026-06-10,pending,PO-4352
INV-2026-1138,Coastal Cleaning Services,111.8,2026-04-24,2026-05-24,pending,PO-4109
INV-2026-1139,Anchor Point Insurance,1366.76,2026-04-05,2026-05-05,paid,PO-4250
INV-2026-1140,Riverside Payroll Services,245.63,2026-04-21,2026-05-21,pending,PO-4706
INV-2026-1141,"Apex Logistics, LLC",2608.61,2026-04-03,2026-04-18,overdue,PO-4900
INV-2026-1142,Premier Print & Design,994.02,2026-05-08,2026-06-07,paid,PO-4139
INV-2026-1143,Apex Logistics LLC,398.81,2026-04-01,2026-05-01,overdue,PO-4740
INV-2026-1144,Vertex IT Solutions,398.57,2026-05-17,2026-06-16,overdue,PO-4381
INV-2026-1145,Cascade HVAC Repair,3166.18,2026-06-28,2026-07-28,pending,PO-4320
INV-2026-1146,Northside Security Systems,154.91,2026-06-24,2026-07-24,overdue,PO-4654
INV-2026-1147,Vertex IT Solutions,4338.1,2026-05-11,2026-05-26,pending,PO-4108
INV-2026-1148,Union Square Legal Services,577.22,2026-06-10,2026-07-10,overdue,PO-4112
INV-2026-1149,BrightPath Marketing,4591.74,2026-04-13,2026-05-13,paid,PO-4036
INV-2026-1150,Cascade HVAC Repair,3630.96,2026-06-28,2026-08-12,pending,PO-4912
INV-2026-1151,Northside Security Systems,215.92,2026-04-28,2026-05-28,paid,PO-4123
INV-2026-1152,Golden Gate Catering,221.71,2026-04-02,2026-05-02,overdue,PO-4330
INV-2026-1153,Coastal Cleaning Services,1043.87,2026-04-09,2026-05-09,overdue,PO-4734
INV-2026-1154,Brightpath Marketing,4492.89,2026-04-08,2026-05-23,overdue,PO-4263
INV-2026-1155,Silverline Telecom,1392.97,2026-04-12,2026-05-12,paid,PO-4979
INV-2026-1156,Golden Gate Catering,716.78,2026-05-21,2026-06-05,paid,PO-4810
INV-2026-1157,SUNRISE OFFICE SUPPLIES,789.69,2026-05-03,2026-06-17,overdue,PO-4031
INV-2026-1158,Vertex IT Solutions,,2026-06-06,2026-07-06,overdue,PO-4233
INV-2026-1159,Vertex IT Solutions,4853.82,2026-06-01,2026-06-16,paid,PO-4660
INV-2026-1160,Golden Gate Catering,73.61,2026-05-13,2026-06-12,paid,PO-4748
INV-2026-1161,Riverside Payroll Services,652.33,2026-05-16,2026-06-15,overdue,PO-4630
INV-2026-1162,Union Square Legal Services,965.09,2026-04-01,2026-05-01,overdue,PO-4993
INV-2026-1163,Northside Security Systems,342.76,2026-06-27,2026-07-27,overdue,PO-4002
INV-2026-1164,"Apex Logistics, LLC",567.62,2026-04-08,2026-05-08,paid,PO-4988
INV-2026-1165,Coastal Cleaning Services,767.4,2026-04-19,2026-05-19,overdue,PO-4340
INV-2026-1166,Coastal Cleaning Services,867.38,2026-04-13,2026-05-13,overdue,PO-4084
INV-2026-1167,Northside Security Systems,789.08,2026-06-16,2026-07-31,pending,PO-4831
INV-2026-1168,Silverline Telecom,1312.31,2026-05-22,2026-06-21,paid,PO-4754
INV-2026-1169,Sunrise Office Supplies,,2026-05-03,2026-06-02,overdue,PO-4091
INV-2026-1170,Metro Fleet Maintenance,598.39,2026-05-09,2026-06-08,overdue,PO-4702
INV-2026-1171,Cascade HVAC Repair,4315.42,2026-05-20,2026-06-19,pending,PO-4015
INV-2026-1172,Riverside Payroll Services,802.58,2026-04-29,2026-05-14,pending,PO-4051
INV-2026-1173,Apex Logistics LLC,157.7,2026-05-28,2026-06-27,paid,PO-4957
INV-2026-1174,Harborview Consulting Group,501.73,2026-04-19,2026-05-04,paid,PO-4840
INV-2026-1175,Coastal Cleaning Services,543.35,2026-04-25,2026-05-25,paid,PO-4131
INV-2026-1176,Metro Fleet Maintenance,1270.5,2026-04-17,2026-05-02,overdue,PO-4898
INV-2026-1177,Metro Fleet Maintenance,787.02,2026-04-23,2026-05-23,overdue,PO-4606
INV-2026-1178,Union Square Legal Services,697.83,2026-04-11,2026-05-11,pending,PO-4149
INV-2026-1179,BrightPath Marketing,132.86,2026-06-18,2026-07-18,overdue,PO-4910
INV-2026-1191,Vertex IT Solutions,4151.35,2026-06-01,2026-07-16,paid,PO-4453
INV-2026-1192,Cascade HVAC Repair,1395.7,2026-06-17,2026-07-17,pending,PO-4819
INV-2026-1193,Anchor Point Insurance,1382.34,2026-04-05,2026-05-20,overdue,PO-4583
INV-2026-1194,Golden Gate Catering,158.11,2026-04-12,2026-05-12,overdue,PO-4591
INV-2026-1195,Anchor Point Insurance,194.88,2026-04-14,2026-05-14,paid,PO-4067
INV-2026-1196,Metro Fleet Maintenance,2147.37,2026-05-18,2026-06-17,paid,PO-4476
INV-2026-1197,Vertex IT Solutions,1102.53,2026-05-25,2026-06-24,pending,PO-4612
INV-2026-1198,Cascade HVAC Repair,266.78,2026-05-14,2026-06-28,overdue,PO-4359
INV-2026-1199,Anchor Point Insurance,672.55,2026-05-31,2026-07-15,paid,PO-4104
INV-2026-1200,Riverside Payroll Services,91.97,2026-06-11,2026-07-11,paid,PO-4240
INV-2026-1201,Northside Security Systems,271.96,2026-06-23,2026-07-23,overdue,PO-4377
INV-2026-1202,SUNRISE OFFICE SUPPLIES,183.7,2026-06-06,2026-07-06,paid,PO-4787
INV-2026-1203,Metro Fleet Maintenance,,2026-04-20,2026-05-20,overdue,PO-4466
INV-2026-1204,Riverside Payroll Services,1053.47,2026-04-22,2026-05-22,paid,PO-4146
INV-2026-1205,Northside Security Systems,3580.31,2026-04-27,2026-05-27,overdue,PO-4243
INV-2026-1205,Northside Security Systems,3580.31,2026-05-14,2026-06-13,paid,PO-4243
INV-2026-1206,Coastal Cleaning Services,3162.08,2026-04-17,2026-05-17,pending,PO-4473
INV-2026-1207,Vertex IT Solutions,6339.1,2026-06-04,2026-07-04,pending,PO-4595
INV-2026-1208,Premier Print & Design,1172.6,2026-04-07,2026-05-22,paid,PO-4631
INV-2026-1209,Coastal Cleaning Services,208.35,2026-04-10,2026-05-25,paid,PO-4770
INV-2026-1210,Vertex IT Solutions,679.61,2026-04-09,2026-05-09,pending,PO-4245
INV-2026-1211,BrightPath Marketing,813.24,2026-05-25,2026-06-24,overdue,PO-4035
INV-2026-1212,Apex Logistics LLC,362.05,2026-06-15,2026-07-15,pending,PO-4319
INV-2026-1213,Silverline Telecom,941.95,2026-06-16,2026-07-01,overdue,PO-4796
INV-2026-1214,Union Square Legal Services,391.47,2026-05-15,2026-06-14,pending,PO-4083
INV-2026-1215,Sunrise Office Supplies,1535.02,,2026-07-05,pending,PO-4320
INV-2026-1216,Riverside Payroll Services,425.83,2026-04-06,2026-05-21,pending,PO-4251
INV-2026-1217,Harborview Consulting Group,399.56,2026-06-20,2026-07-05,paid,PO-4191
INV-2026-1218,sunrise office supplies,286.7,2026-04-20,2026-05-20,pending,PO-4961
INV-2026-1219,Premier Print & Design,945.6,2026-04-30,2026-06-14,pending,PO-4151
INV-2026-1220,sunrise office supplies,2991.03,2026-05-01,2026-05-31,overdue,PO-4778
INV-2026-1221,Coastal Cleaning Services,1388.57,2026-04-14,2026-05-14,pending,PO-4811
INV-2026-1222,"Apex Logistics, LLC",1738.18,2026-06-18,2026-07-18,paid,PO-4907
INV-2026-1223,BrightPath Marketing,1261.13,2026-05-08,2026-05-23,overdue,PO-4246
INV-2026-1224,BrightPath Marketing,1331.56,2026-05-24,2026-06-23,pending,PO-4910
INV-2026-1225,Brightpath Marketing,967.42,2026-04-04,2026-05-04,paid,PO-4635
INV-2026-1226,Golden Gate Catering,1033.49,2026-06-14,2026-07-14,pending,PO-4871
INV-2026-1227,BrightPath Marketing,517.36,2026-06-22,2026-07-22,pending,PO-4573
INV-2026-1228,BrightPath Marketing,420.3,2026-04-16,2026-05-16,pending,PO-4013
INV-2026-1229,Union Square Legal Services,728.53,2026-05-28,2026-07-12,overdue,PO-4273
INV-2026-1230,Union Square Legal Services,909.98,2026-06-26,2026-07-26,pending,PO-4355
INV-2026-1231,Sunrise Office Supplies,10792.06,2026-06-12,2026-06-27,overdue,PO-4170
INV-2026-1232,Riverside Payroll Services,250.87,2026-06-21,2026-07-21,overdue,PO-4616
INV-2026-1233,Vertex IT Solutions,809.63,2026-05-03,2026-05-18,pending,PO-4593
INV-2026-1234,Coastal Cleaning Services,335.12,2026-06-29,2026-07-14,paid,PO-4718
INV-2026-1235,Union Square Legal Services,226.67,2026-04-20,2026-05-20,pending,PO-4384
INV-2026-1236,Harborview Consulting Group,886.98,2026-06-16,2026-07-31,paid,PO-4265
INV-2026-1237,Brightpath Marketing,563.07,2026-04-19,2026-05-04,overdue,PO-4474
INV-2026-1238,Cascade HVAC Repair,9278.27,2026-05-08,2026-05-23,pending,PO-4252
INV-2026-1239,Coastal Cleaning Services,463.49,2026-04-01,2026-05-01,paid,PO-4456
INV-2026-1240,Northside Security Systems,2974.59,2026-04-08,2026-04-23,paid,PO-4728
INV-2026-1241,"Apex Logistics, LLC",506.0,2026-04-25,2026-05-25,paid,PO-4372
INV-2026-1242,Vertex IT Solutions,406.98,2026-06-23,2026-07-23,overdue,PO-4315
INV-2026-1243,Silverline Telecom,726.41,2026-06-20,2026-07-20,pending,PO-4788
INV-2026-1244,Golden Gate Catering,340.9,,2026-07-25,paid,PO-4348
INV-2026-1245,Brightpath Marketing,4331.29,2026-05-19,2026-07-03,overdue,PO-4659
INV-2026-1246,Union Square Legal Services,5104.13,2026-06-24,2026-08-08,pending,PO-4889
INV-2026-1247,Metro Fleet Maintenance,367.99,2026-05-18,2026-06-17,overdue,PO-4896
INV-2026-1248,Cascade HVAC Repair,1337.49,2026-05-28,2026-06-12,pending,PO-4366
INV-2026-1249,Riverside Payroll Services,598.13,2026-06-29,2026-07-29,overdue,PO-4355
INV-2026-1250,Silverline Telecom,,2026-04-05,2026-04-20,pending,PO-4093
INV-2026-1251,SUNRISE OFFICE SUPPLIES,290.48,2026-04-15,2026-05-15,paid,PO-4982
INV-2026-1252,sunrise office supplies,1000.04,2026-05-07,2026-06-21,pending,PO-4683
INV-2026-1253,Coastal Cleaning Services,2223.17,2026-06-28,2026-07-28,paid,PO-4584
INV-2026-1254,"Apex Logistics, LLC",82.45,2026-05-26,2026-06-25,pending,PO-4628
INV-2026-1255,Golden Gate Catering,494.23,2026-04-03,2026-05-03,overdue,PO-4634
INV-2026-1256,Golden Gate Catering,135.09,2026-04-15,2026-05-15,pending,PO-4455
INV-2026-1257,Riverside Payroll Services,1276.85,2026-04-06,2026-04-21,pending,PO-4706
INV-2026-1258,Vertex IT Solutions,1523.85,2026-06-04,2026-07-19,paid,PO-4559
INV-2026-1259,Golden Gate Catering,403.5,2026-04-20,2026-05-05,paid,PO-4255
INV-2026-1260,Coastal Cleaning Services,1262.9,2026-05-28,2026-06-27,pending,PO-4562
INV-2026-1261,Union Square Legal Services,7266.66,2026-04-13,2026-05-13,overdue,PO-4901
INV-2026-1262,Anchor Point Insurance,885.07,2026-04-11,2026-04-26,overdue,PO-4658
INV-2026-1263,Premier Print & Design,1472.78,2026-05-03,2026-06-02,overdue,PO-4362
INV-2026-1264,Premier Print & Design,2533.99,2026-04-24,2026-05-24,pending,PO-4308
INV-2026-1265,Golden Gate Catering,936.95,2026-04-02,2026-04-17,paid,PO-4874
INV-2026-1266,Harborview Consulting Group,594.04,2026-06-24,2026-07-24,overdue,PO-4074
INV-2026-1267,Vertex IT Solutions,276.22,2026-06-27,2026-07-12,pending,PO-4025
INV-2026-1268,sunrise office supplies,4746.21,2026-04-26,2026-05-26,overdue,PO-4968
INV-2026-1269,Union Square Legal Services,162.47,2026-05-14,2026-06-28,paid,PO-4982
INV-2026-1270,Silverline Telecom,1226.13,2026-05-10,2026-06-09,paid,PO-4554
INV-2026-1271,Brightpath Marketing,85.37,2026-04-05,2026-05-20,pending,PO-4843
INV-2026-1272,Vertex IT Solutions,2156.97,2026-05-20,2026-06-04,paid,PO-4896
INV-2026-1273,Golden Gate Catering,223.53,2026-04-18,2026-05-03,paid,PO-4228
INV-2026-1274,Riverside Payroll Services,1089.0,2026-06-01,2026-07-16,paid,PO-4171
INV-2026-1275,SUNRISE OFFICE SUPPLIES,994.68,2026-05-23,2026-06-22,paid,PO-4354
INV-2026-1276,Vertex IT Solutions,409.15,2026-05-22,2026-06-21,overdue,PO-4733
INV-2026-1277,Harborview Consulting Group,914.66,2026-05-31,2026-06-30,pending,PO-4683
INV-2026-1278,"Apex Logistics, LLC",1772.37,2026-04-19,2026-05-04,pending,PO-4192
INV-2026-1279,Coastal Cleaning Services,137.54,,2026-07-02,overdue,PO-4082
INV-2026-1280,Anchor Point Insurance,838.04,2026-06-07,2026-07-07,overdue,PO-4053
INV-2026-1281,Silverline Telecom,1019.89,2026-06-26,2026-07-26,paid,PO-4806
INV-2026-1282,SUNRISE OFFICE SUPPLIES,259.46,2026-04-21,2026-05-21,paid,PO-4716
INV-2026-1283,Union Square Legal Services,5380.51,2026-06-09,2026-06-24,overdue,PO-4982
INV-2026-1284,Silverline Telecom,465.83,2026-06-24,2026-07-24,paid,PO-4961
INV-2026-1285,sunrise office supplies,937.53,2026-06-12,2026-07-27,pending,PO-4725
INV-2026-1286,"Apex Logistics, LLC",138.95,2026-05-03,2026-05-18,pending,PO-4426
INV-2026-1287,Northside Security Systems,1199.18,2026-06-12,2026-07-12,overdue,PO-4530
INV-2026-1288,Riverside Payroll Services,51.04,2026-05-11,2026-06-10,pending,PO-4197
INV-2026-1289,Vertex IT Solutions,257.84,2026-06-22,2026-08-06,paid,PO-4889
INV-2026-1290,Premier Print & Design,,2026-05-15,2026-06-14,pending,PO-4659
INV-2026-1291,Silverline Telecom,1204.39,2026-05-23,2026-06-07,overdue,PO-4900
INV-2026-1292,Northside Security Systems,334.48,2026-05-22,2026-06-06,overdue,PO-4806
INV-2026-1293,Golden Gate Catering,444.15,2026-04-04,2026-04-19,overdue,PO-4768
INV-2026-1294,Metro Fleet Maintenance,40.48,2026-06-23,2026-07-23,overdue,PO-4405
INV-2026-1295,Cascade HVAC Repair,4404.2,2026-05-28,2026-06-27,overdue,PO-4133
INV-2026-1296,Sunrise Office Supplies,9437.43,2026-06-06,2026-07-06,overdue,PO-4435
INV-2026-1297,sunrise office supplies,3180.01,2026-04-21,2026-06-05,paid,PO-4955
INV-2026-1298,Silverline Telecom,633.76,2026-05-13,2026-06-12,paid,PO-4579
INV-2026-1299,Coastal Cleaning Services,1554.05,2026-06-12,2026-07-12,paid,PO-4253
